"Estación de Peaje","Año","Mes","Código Estación","Departamento","TRAFICO EFECTIVO I","TRAFICO EFECTIVO IE","TRAFICO EFECTIVO  IEA","TRAFICO EFECTIVO  IEB","TRAFICO EFECTIVO IEE","TRAFICO EFECTIVO  IEQ","TRAFICO EFECTIVO II","TRAFICO EFECTIVO IIA","TRAFICO EFECTIVO IIE","TRAFICO EFECTIVO IIEE","TRAFICO EFECTIVO IIEQ","TRAFICO EFECTIVO IIE REV","TRAFICO EFECTIVO III","TRAFICO EFECTIVO IIIE","TRAFICO EFECTIVO  IIIP","TRAFICO EFECTIVO  IIIG","TRAFICO EFECTIVO IV","TRAFICO EFECTIVO VI","TRAFICO EFECTIVO VII","TRAFICO EFECTIVO  IEB 2","TRAFICO EFECTIVO  IVE","TRAFICO EFECTIVO V","TRAFICO EFECTIVO V (B)","TRAFICO EFECTIVO  V (B-A)","TRAFICO EFECTIVO  V E","Tráfico Total","VEHÍCULOS IPREV I","VEHÍCULOS IPREV IE","VEHÍCULOS IPREV IEA","VEHÍCULOS IPREV IEB","VEHÍCULOS IPREV IEQ","VEHÍCULOS IPREV II","VEHÍCULOS IPREV IIE","VEHÍCULOS IPREV IIEE","VEHÍCULOS IPREV IIEQ","VEHÍCULOS IPREV III","VEHÍCULOS IPREV IIIE","VEHÍCULOS IPREV IIIP","VEHÍCULOS IPREV IIIG","VEHÍCULOS IPREV IV","VEHÍCULOS IPREV IVE","VEHÍCULOS IPREV V","VEHÍCULOS IPREV VB","VEHÍCULOS IPREV VE","VEHÍCULOS IPREV VI","VEHÍCULOS IPREV VII","TOTAL VEH IPREV","EJES IPREV Ejes Grua","EJES IPREV Ejes Remolque","EJES IPREV Ejes Adicionales","EJES IPREV Ejes Cañeros","TOTAL EJES","EJES EFECTIVO Ejes Grua","EJES EFECTIVO Ejes Remolque","EJES EFECTIVO Ejes Adicionales","EJES EFECTIVO Ejes Cañeros","TOTAL EJES 2","TIQUETES PREPAGO I","TIQUETES PREPAGO IE","TIQUETES PREPAGO IEA","TIQUETES PREPAGO IEB","TIQUETES PREPAGO IEQ","TIQUETES PREPAGO II","TIQUETES PREPAGO III","TIQUETES PREPAGO IIE","TIQUETES PREPAGO IIEE","TIQUETES PREPAGO IIEQ","TIQUETES PREPAGO III 2","TIQUETES PREPAGO IIIE","TIQUETES PREPAGO IIIP","TIQUETES PREPAGO IIIG","TIQUETES PREPAGO IV","TIQUETES PREPAGO IVE","TIQUETES PREPAGO V","TIQUETES PREPAGO VB","TIQUETES PREPAGO VE","TIQUETES PREPAGO VI","TIQUETES PREPAGO VII","Total Prepagos","EVASORES UNIDAD I","EVASORES UNIDAD IE","EVASORES UNIDAD IEA","EVASORES UNIDAD IEB","EVASORES UNIDAD IEQ","EVASORES UNIDAD II","EVASORES UNIDAD IIE","EVASORES UNIDAD IIEE","EVASORES UNIDAD IIEQ","EVASORES UNIDAD III","EVASORES UNIDAD IIIE","EVASORES UNIDAD IIIG","EVASORES UNIDAD IIIP","EVASORES UNIDAD IV","EVASORES UNIDAD IVE","EVASORES UNIDAD V","EVASORES UNIDAD VI","EVASORES UNIDAD VII","EVASORES UNIDAD VB","EVASORES UNIDAD VE","Total Evasores","VEH RES 3694 DE 2007 IE","VEH RES 3694 DE 2007 IIE","VEH RES 3694 DE 2007 Total","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES3694)","EXENTOS RES0000015 (Koran)","EXENTOS  -  LEY 787 2002 I","EXENTOS  -  LEY 787 2002 II","EXENTOS  -  LEY 787 2002 III","EXENTOS  -  LEY 787 2002 IIIP","EXENTOS  -  LEY 787 2002 IIIG","EXENTOS  -  LEY 787 2002 IV","EXENTOS  -  LEY 787 2002 V","EXENTOS  -  LEY 787 2002 VB","EXENTOS  -  LEY 787 2002 VI","EXENTOS  -  LEY 787 2002 VII","EXENTOS  -  LEY 787 2002 Total Exentos","EA","EG","ER","TOTAL VEH (EFECTIVO+PREPAGOS+EVASION+REV+VEH RES 3694+EXENTOS)","EXENTOS RES0000015 (Koran) 2","EXENTOS EMERGENCIA VIAL CAT I","EXENTOS EMERGENCIA VIAL CAT II","EXENTOS EMERGENCIA VIAL TOTAL","EXONERADOS INVIAS I","EXONERADOS INVIAS II","EXONERADOS INVIAS III","EXONERADOS INVIAS IV","EXONERADOS INVIAS V","EXONERADOS INVIAS VI","EXONERADOS INVIAS VII","EXONERADOS INVIAS IIIP","EXONERADOS INVIAS IIIG","TOTAL EXONERADOS INVIAS"
"CERRITO","2018","Diciembre","00057","VALLE DEL CAUCA","377,748","0",,,,,"119,665",,"0",,,,"10,411",,,,"10,961",,,,"0","19,122",,,,"537907",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CIAT","2018","Diciembre","00058","VALLE DEL CAUCA","246,858","63,309",,,,,"44,039",,"6,010",,,,"3,516",,,,"4,133",,,,"0","3,481",,,,"371346",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTAMBUL","2018","Diciembre","00059","VALLE DEL CAUCA","421,715","70,515",,,,,"45,139",,"5,954",,,,"4,408",,,,"1,008",,,,"0","651",,,,"549390",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDIACANOA","2018","Diciembre","00060","VALLE DEL CAUCA","112,007","0",,,,,"53,213",,"0",,,,"13,318",,,,"17,052",,,,"0","26,536",,,,"222126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PASO DE LA TORRE","2018","Diciembre","00061","VALLE DEL CAUCA","18,083","0",,,,,"5,925",,"0",,,,"1,052",,,,"2,867",,,,"0","3,416",,,,"31343",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROZO","2018","Diciembre","00062","VALLE DEL CAUCA","104,534","41",,,,,"27,995",,"0",,,,"1,074",,,,"1,346",,,,"0","890",,,,"135880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VILLARICA","2018","Diciembre","00063","CAUCA","242,772","18,592",,,,,"80,715",,"14,970",,,,"6,376",,,,"6,199",,,,"0","11,911",,,,"381535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNIA","2018","Diciembre","00064","CAUCA","166,832","2,039",,,,,"67,167",,"924",,,,"5,523",,,,"4,986",,,,"0","10,817",,,,"258288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ARCABUCO","2019","Enero","00005","BOYACA","115,865","0",,,,,"25,750",,"0",,,,"2,521",,,,"606","0","0",,,"8,145",,"0",,"152887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BICENTENARIO","2019","Enero","00006","CUNDINAMARCA","55,833","1,154",,,,,"25,915",,"0",,,,"4,737",,,,"3,939","0","0",,,"7,566",,,,"99144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAJAMARCA","2019","Enero","00007","TOLIMA","122,031","0",,,,,"59,954",,"0",,,,"17,579",,,,"9,927","0","0",,,"32,727",,,,"242218",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CARIMAGUA","2019","Enero","00009","CORDOBA","41,117","0",,,,,"4,715",,"0",,,,"8,007",,,,"6,988","4,167","10,010",,,"5,198",,,,"80202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CRUCERO","2019","Enero","00012","BOYACA","63,311","11,719",,,,,"17,283",,"5,529",,,,"1,919",,,,"2,149","0","0",,,"4,876",,,,"106786",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EL BORDO","2019","Enero","00013","CAUCA","80,325","0",,,,,"38,599",,"0",,,,"3,255",,,,"3,787","0","0",,,"7,767",,,,"133733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS LLANOS","2019","Enero","00020","ANTIOQUIA","77,508","1,129",,,,,"36,651",,"2,150",,,,"7,064",,,,"5,698","0","0",,,"13,922",,,,"144122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BLANCO","2019","Enero","00027","SANTANDER","67,092","0",,,,,"27,639",,"0",,,,"4,314",,,,"3,305","0","0",,,"20,388",,,,"122738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO FRIO","2019","Enero","00028","VALLE DEL CAUCA","26,496","0",,,,,"8,680",,"0",,,,"2,312",,,,"2,197","0","0",,,"4,451",,,,"44136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SACHICA","2019","Enero","00030","BOYACA","117,985","0",,,,,"17,824",,"0",,,,"2,571",,,,"282","0","0",,,"358",,,,"139020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN CLEMENTE","2019","Enero","00031","CALDAS","39,906","0",,,,,"17,988",,"0",,,,"3,795",,,,"2,754","0","0",,,"5,367",,,,"69810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TARAZA","2019","Enero","00036","ANTIOQUIA","66,517","1,475",,,,,"29,157",,"0",,,,"5,290",,,,"5,654","0","0",,,"14,034",,,,"122127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TORO","2019","Enero","00037","VALLE DEL CAUCA","14,544","2,826",,,,,"8,071",,"0",,,,"2,641",,,,"2,231","0","0",,,"4,002",,,,"34315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CANO","2019","Enero","00045","NARIÑO","62,708","0",,,,,"29,005",,"0",,,,"0",,,,"0","0","0",,,"0",,,,"91713",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DAZA","2019","Enero","00046","NARIÑO","0","0",,,,,"0",,"0",,,,"2,834",,,,"3,368","0","0",,,"7,327",,,,"13529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITOS II","2019","Enero","00066","RISARALDA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2019","Enero","00039","CUNDINAMARCA","223,501","0",,,,,"67,612",,"0",,,,"10,774","0",,,"6,654","0","0",,"0","13,452",,"0","0","321993",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2019","Enero","00040","BOYACA","90,518","617",,,,,"29,209",,"0",,,,"2,312","0",,,"2,908","0","0",,"0","6,708",,"0","0","132272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2019","Enero","00041","SANTANDER","100,558","6,212",,,,,"33,686",,"18",,,,"3,447","0",,,"3,322","0","0",,"0","14,397",,"0","0","161640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2019","Enero","00042","SANTANDER","120,294","0",,,,,"42,311",,"0",,,,"3,845","0",,,"3,376","0","0",,"0","14,573",,"0","0","184399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2019","Enero","00043","SANTANDER","123,048","0",,,,,"44,866",,"0",,,,"7,947","0",,,"3,732","0","0",,"0","14,678",,"0","0","194271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2019","Enero","00044","SANTANDER","87,383","0",,,,,"35,375",,"0",,,,"9,250","0",,,"11,189","0","0",,"0","31,483",,"0","0","174680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUAS NEGRAS","2019","Enero","00045","SANTANDER","108,305","0",,,,,"47,330",,"0",,,,"9,966","0",,,"11,718","0","0",,"0","33,770",,"0","0","211089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2019","Enero","00046","SANTANDER","79,148","0",,,,,"30,721",,"0",,,,"10,203","0",,,"12,101","0","0",,"0","38,556",,"0","0","170729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","2019","Enero","00047","CESAR","152,004","0",,,,,"55,970",,"0",,,,"12,295","0",,,"13,894","0","0",,"0","51,817",,"0","0","285980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2019","Enero","#N/D","CESAR","135,614","1,741",,,,,"49,670",,"0",,,,"10,694","0",,,"11,528","0","0",,"193","53,351",,"0","2,334","265125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAMARRA","2019","Enero","#N/D","CESAR","0","37,020",,,,,"422",,"3,887",,,,"690","361",,,"92","0","0",,"17","154",,"0","53","42696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PLATANAL","2019","Enero","#N/D","CESAR","50,720","621",,,,,"14,018",,"0",,,,"496","359",,,"778","0","0",,"205","7,127",,"0","2,405","76729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN DIEGO","2019","Enero","00051","CESAR","93,052","17,178",,,,,"5,146",,"0",,,,"6,299","0",,,"5,114","613","2,169",,"0","633",,"767","0","130971",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON HONDO","2019","Enero","00052","CESAR","43,521","0",,,,,"4,368",,"0",,,,"3,954","0",,,"3,878","628","2,415",,"0","415",,"632","0","59811",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAN JUAN","2019","Enero","00032","GUAJIRA","110,626","29,642",,,,,"4,839",,"0",,,,"4,678","0",,,"3,635","458","1,640",,"0","309",,"385","0","156212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COCORNA","2019","Enero","00054","ANTIOQUIA","119,976","8,333",,,,,"12,120",,"134",,,,"20,029","72",,,"10,539","9,004","13,432",,"172","8,259",,"0","0","202070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PUERTO TRIUNFO","2019","Enero","00055","ANTIOQUIA","106,107","0",,,,,"7,989",,"0",,,,"21,521","0",,,"10,707","6,674","13,093",,"0","6,553",,"0","0","172644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CENCAR","2019","Enero","00056","VALLE DEL CAUCA","136,212","241",,,,,"36,771",,"0",,,,"4,960","0",,,"5,535","0","0",,"0","4,284",,"0","0","188003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CERRITO","2019","Enero","00057","VALLE DEL CAUCA","364,857","0",,,,,"113,003",,"0",,,,"10,508","0",,,"11,259","0","0",,"0","21,062",,"0","0","520689",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CIAT","2019","Enero","00058","VALLE DEL CAUCA","218,029","55,872",,,,,"40,215",,"5,765",,,,"3,776","0",,,"4,210","0","0",,"0","3,900",,"0","0","331767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTAMBUL","2019","Enero","00059","VALLE DEL CAUCA","376,967","61,260",,,,,"41,017",,"5,750",,,,"4,489","0",,,"650","0","0",,"0","675",,"0","0","490808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MEDIACANOA","2019","Enero","00060","VALLE DEL CAUCA","120,170","0",,,,,"51,441",,"0",,,,"12,167","0",,,"18,146","0","0",,"0","28,196",,"0","0","230120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PASO DE LA TORRE","2019","Enero","00061","VALLE DEL CAUCA","16,061","0",,,,,"5,195",,"0",,,,"1,143","0",,,"2,818","0","0",,"0","3,040",,"0","0","28257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROZO","2019","Enero","00062","VALLE DEL CAUCA","99,807","39",,,,,"26,801",,"0",,,,"949","0",,,"1,290","0","0",,"0","956",,"0","0","129842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VILLARICA","2019","Enero","00063","CAUCA","239,320","16,907",,,,,"78,606",,"14,017",,,,"6,928","0",,,"5,820","0","0",,"0","11,573",,"0","0","373171",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TUNIA","2019","Enero","00064","CAUCA","174,594","1,685",,,,,"64,796",,"813",,,,"5,139","0",,,"4,600","0","0",,"0","10,740",,"0","0","262367",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOBOGUERRERO","2019","Enero","00065","VALLE DEL CAUCA",,,,,,,,,,,,,,,,,,,,,,,,,,"-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CASA BLANCA","2019","Febrero","00039","CUNDINAMARCA","30,876","0",,,,,"10,322",,"0",,,,"1,890","0",,,"1,056","0","0",,"0","2,181",,"0","0","46325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SABOYÁ","2019","Febrero","00040","BOYACA","8,378","104",,,,,"4,439",,"0",,,,"405","0",,,"429","0","0",,"0","987",,"0","0","14742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OIBA","2019","Febrero","00041","SANTANDER","8,633","919",,,,,"5,356",,"5",,,,"563","0",,,"504","0","0",,"0","2,202",,"0","0","18182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CURITI","2019","Febrero","00042","SANTANDER","12,030","0",,,,,"6,786",,"0",,,,"649","0",,,"524","0","0",,"0","2,221",,"0","0","22210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LOS CUROS","2019","Febrero","00043","SANTANDER","13,054","0",,,,,"7,236",,"0",,,,"1,461","0",,,"631","0","0",,"0","2,230",,"0","0","24612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ZAMBITO","2019","Febrero","00044","SANTANDER","5,553","0",,,,,"5,515",,"0",,,,"1,492","0",,,"1,724","0","0",,"0","4,884",,"0","0","19168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AGUAS NEGRAS","2019","Febrero","00045","SANTANDER","7,084","0",,,,,"7,268",,"0",,,,"1,606","0",,,"1,833","0","0",,"0","5,329",,"0","0","23120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LA GOMEZ","2019","Febrero","00046","SANTANDER","4,253","0",,,,,"4,533",,"0",,,,"1,756","0",,,"2,128","0","0",,"0","6,177",,"0","0","18847",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MORRISON","2019","Febrero","00047","CESAR","11,990","0",,,,,"8,501",,"0",,,,"2,200","0",,,"2,570","0","0",,"0","8,383",,"0","0","33644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PAILITAS","2019","Febrero","#N/D","CESAR","8,467","245",,,,,"7,527",,"0",,,,"1,752","0",,,"1,907","0","0",,"40","8,563",,"0","443","28944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
